;question	answer	card_export_column__field_a	card_export_column__field_b	card_export_column__field_c	tags	c_Added	c_LatestReview	c_Due	c_Interval_in_Days	c_Ease	c_Reviews	c_Lapses	c_CardType	c_NoteType	c_Deck	c_NoteID	c_CardID	allrevs
;問題	答案
施教因材	猶「因材施教」。見「因材施教」條。01.宋．朱熹《四書章句集注．論語集注．雍也》：「聖人之道，精粗雖無二致，但其施教，則必因其材而篤焉。」
妄尊自大	猶「妄自尊大」。見「妄自尊大」條。01.《西湖二集》卷二四：「汝在世上，並無陰德及於一民一物，妄尊自大，刻剝姦險，一味瞞心昧己。」
放虎遺患	猶「縱虎歸山」。見「縱虎歸山」條。01.唐．陳子昂〈上西蕃邊州安危事疏〉：「今阻其善意，逆其歡心，古人所謂放虎遺患，不可不察。」
妄指鹿馬	即「指鹿為馬」。見「指鹿為馬」條。01.《魏書．卷一九．景穆十二王列傳下．南安王》：「致使忠臣烈士，喪氣闕庭；親賢宗戚，憤恨內外。妄指鹿馬，孰能踰之？王董權逼，方此非譬。」
京師紙貴	猶「洛陽紙貴」。見「洛陽紙貴」條。01.《北齊書．卷三六．邢邵列傳》：「自孝明之後，文雅大盛，邵雕蟲之美，獨步當時，每一文初出，京師為之紙貴，讀誦俄遍遠近。」
一齊眾楚	猶「一傅眾咻」。見「一傅眾咻」條。01.明．王守仁〈與辰中諸生書〉：「絕學之餘，求道者少；一齊眾楚，最易搖奪。」
放達不羈	即「放蕩不羈」。見「放蕩不羈」條。01.《醒世恆言．卷二九．盧太學詩酒傲王侯》：「一生好酒任俠，放達不羈，有輕財傲物之志。」02.《警世通言．卷二六．唐解元一笑姻緣》：「久聞唐伯虎放達不羈，難道華安就是他？」
棄筆從戎	猶「投筆從戎」。見「投筆從戎」條。 01.唐．張鷟《遊仙窟》：「兄及夫主，棄筆從戎，身死寇場，煢魂莫返。」
棄本就末	猶「捨本逐末」。見「捨本逐末」條。01.晉．袁宏《後漢紀》卷一八引張衡〈陽嘉二年京師地震對策〉：「辛卯詔，以能宣章句奏案為限，雖有至孝，猶不應科，此棄本而就末。」
端本澄源	猶「正本清源」。見「正本清源」條。01.《舊唐書．卷三七．五行志》：「誠願坦然更化，以身先之，端本澄源，滌瑕蕩穢。」02.元．王惲〈克己齋記〉：「而公端本澄源之志，實有在於此。」
敦本正源	猶「正本清源」。見「正本清源」條。01.《晉書．卷七五．劉惔列傳》：「古之善政，司契而已，豈不以其敦本正源，鎮靜流末乎！」
端然無恙	猶「安然無恙」。見「安然無恙」條。01.宋．孫光憲《北夢瑣言》卷三：「軍州驚愕，申聞本道，而僧端然無恙。」
剖腹藏寶	猶「剖腹藏珠」。見「剖腹藏珠」條。01.清．朱樟〈蠻賈行〉：「只今射利專鹽鐵，鑿井穿山官不知；貧兒衣食於奔走，剖腹藏寶甯非痴。」
一毫不苟	猶「一絲不苟」。見「一絲不苟」條。01.《西湖二集》卷二五：「那洪昉戒律精嚴，一毫不苟，是一尊活羅漢。」02.清．冒襄《影梅菴憶語》：「斷斷是再來人，一毫不苟，一絲不掛，誠然而來，誠然而往。」
一齊眾咻	猶「一傅眾咻」。見「一傅眾咻」條。01.清．葉夢珠《閱世編．卷四．士風》：「間有一、二賢豪，慨思力挽；一齊眾咻，亦無如之何矣。」
妄作胡為	妄，胡亂。「妄作胡為」猶「胡作非為」。見「胡作非為」條。01.元．王子一《誤入桃源》第三折：「似恁般妄作胡為，敢欺侮咱浮蹤浪跡。」
刻船求劍	猶「刻舟求劍」。見「刻舟求劍」條。01.唐．劉知幾《史通．卷五．因習》：「夫事有貿遷，而言無變革，此所謂膠柱而調瑟，刻船以求劍也。」
妄稱尊大	猶「妄自尊大」。見「妄自尊大」條。01.元．王子一《誤入桃源》第一折：「他都是井中蛙妄稱尊大，比周公不握髮，比陳蕃不下榻。」
一現曇花	即「曇花一現」。見「曇花一現」條。01.清．孫道乾《小螺菴病榻憶語．卷四．小螺菴病榻憶語題詞》引清．吳講〈鳳凰臺上憶吹簫〉：「一現曇花竟杳然，忍教老淚落尊前。」
妄自尊	猶「妄自尊大」。見「妄自尊大」條。01.宋．方信孺《南海百詠．盧循河南故城詩》：「蛙據方州妄自尊，沈郎百萬若雲屯。」
一刀見血	猶「一針見血」。見「一針見血」條。01.清．朱庭珍《筱園詩話》卷一：「人所難言，累百言而不能了者，我須一刀見血，直刺題心，以數精湛語了之，則人難我易，倍覺生色。」
一毫不拔	猶「一毛不拔」。見「一毛不拔」條。01.宋．洪适《盤洲文集．卷二○．錢宗俊承信郎制》：「富者嗇財，一豪（毫）不拔。」
一新耳目	猶「耳目一新」。見「耳目一新」條。01.宋．高登〈上淵聖皇帝第三書〉：「今亦望加大用，且以播告四方，一新斯民之耳目。」
妄畫蛇足	胡亂添畫蛇足，比喻無中生有，造謠生事。見「畫蛇添足」條。01.《後漢書．卷七四下．袁紹劉表列傳．袁紹》 ：「何意凶臣郭圖，妄畫蛇足，曲辭諂媚，交亂懿親。」
辯如懸河	即「口若懸河」。見「口若懸河」條。01.唐．范傳正〈贈左拾遺翰林學士李公新墓碑〉：「論當世務，草答蕃書，辯如懸河，筆不停綴。」
一無事事	即「無所事事」。見「無所事事」條。01.《官場現形記》第二八回：「他鎮日在寓處，除掉吃飯睡覺之外，一無事事。」
享帚自珍	猶「敝帚自珍」。見「敝帚自珍」條。01.唐．李善〈上文選注表〉：「殺青甫就，輕用上聞，享帚自珍，緘石知謬。」02.清．陳康祺《郎潛紀聞．初筆．卷一四．法式善之謙下》：「文人結習，享帚自珍，一集成書，如膺九錫，亟願海內之我知。」
一律千篇	即「千篇一律」。見「千篇一律」條。01.明．胡應麟《詩藪．內編．卷四．近體上．五言》：「用事非詩正體，然景物有限，格調易窮，一律千篇，袛供厭飫。」
一覽了然	猶「一目了然」。見「一目了然」條。01.《醒世恆言．卷一一．蘇小妹三難新郎》：「東坡看了兩三遍，一時念將不出，只是沉吟。小妹取過，一覽了然。」
一縷千鈞	「一縷」猶「一髮」。「一縷千鈞」猶「千鈞一髮」。見「千鈞一髮」條。01.唐．錢珝〈為集賢崔相公讓大學士第三表〉：「臣叨膺殊渥，特越常倫，一縷千鈞，非能比重；累棋加卵，何足為危？」
就熟駕輕	猶「駕輕就熟」。見「駕輕就熟」條。01.清．劉坤一〈復李筱泉制軍書〉：「當此遺艱投大之時，難收就熟駕輕之效，郵筒有便，尚祈示我箴規。」
一字百金	即「一字千金」。見「一字千金」條。01.唐．杜甫〈李潮八分小篆歌〉：「況潮小篆逼秦相，快劍長戟森相向；八分一字直百金，蛟龍盤拏肉屈強。」02.宋．蘇軾〈書唐氏六家書後〉：「柳少師書本出於顏，而能自出新意，一字百金，非虛語也。」
就毒攻毒	猶「以毒攻毒」。見「以毒攻毒」條。01.清．徐世溥〈答黃商侯論保舉書〉：「兵事之始發難也，直猶惡瘡發于臂膊而已，當事者不知就毒攻毒，內固元氣，外施鍼石，而遽騷動天下，以奉一隅，師未出而氣先奪。」
一語九鼎	猶「一言九鼎」。見「一言九鼎」條。01.宋．劉克莊〈答洪師侍郎書〉其二：「平生尊敬陽岩，幸在使星臨照之下，陽岩一語重於九鼎。」
妄動輕為	猶「輕舉妄動」。見「輕舉妄動」條。01.宋．蕭廷之〈西江月．調燮火工非小〉詞：「須共真師細論，無令妄動輕為。幽微玄妙最深機，言語仍須避忌。」
一視之仁	對萬物平等看待的仁心。見「一視同仁」條。01.《宋史．卷二六五．李昉列傳》：「儻推一視之仁，澤及衰微之祚，則已往之冤獲伸於下，而繼絕之恩永光簡冊矣。」02.清．陳康祺《郎潛紀聞三筆．卷一二．吳中丞奏請弛私渡之禁》：「以故老幼婦女，煢獨無依之人，迫欲就養，竟致鋌而走險，畢命波濤，非所以仰體我皇上如天之覆，一視之仁也。」
一十一五	即「一五一十」。見「一五一十」(二)。01.《二刻拍案驚奇》卷二：「（老嬤嬤）見了小道人，把妙觀邀去的說話一十一五對他說了。」
一手障天	猶「一手遮天」。見「一手遮天」條。01.清．錢謙益〈文林郎陝西道監察御史李君墓誌銘〉：「讒夫高張，欲以一手障天，無人臣禮。」
一籌不吐	一點計策也提不出來。見「一籌莫展」條。01.《宋史．卷四三四．儒林列傳．蔡幼學》：「故大臣當興治而以生事自疑，近臣當效忠而以忤旨擯棄，其極至於九重深拱而群臣盡廢，多士盈庭而一籌不吐。」（源）
一念之誤	即「一念之差」。見「一念之差」條。01.《類說》卷四七引《遯齋閒覽．口中芙渠花香》：「歐公知穎州，有官妓盧媚兒姿貌端秀，口中常作芙渠花香。有蜀僧曰：『此人前身為尼，誦《法華經》二十年；一念之誤，乃至於此。』」
一籌不畫	一點計策也籌劃不出來。見「一籌莫展」條。01. 宋．吳泳〈張范授武翼郎制〉：「言之則利析秋毫，行之則一籌不畫，寧不誤我王事哉？」 02.宋．劉克莊〈趙倅與灝條具軫腹事宜狀〉：「奈何玩習苟且，憂其急而妄動，幸其緩而自寬，急則匆匆……緩則一籌不畫，自始至終墮虜狡謀，至今以疆場之憂上勤宵旰，執事者失策甚矣！」
一塵不受	猶「一塵不染」。見「一塵不染」條。01.《石門文字禪．卷一七．題溈山立雪軒》：「脫體見前誰對立，一塵不受眼空寒。」
一跌不振	蹶，跌。「一跌不振」即「一蹶不振」。見「一蹶不振」條。01.宋．倪思《經鉏堂雜志．卷四．論君子小人其一二》：「物理循環，否泰不常，今日之得，安知不旋踵而失？小人一跌不振，何可勝數！」02.宋．葉夢得《避暑錄話》卷下：「房次律為宰相，當中原始亂時，雖無大功，亦無甚顯過，罷黜蓋非其罪。一跌不振，遂至于死，世多哀之。」
一塵不到	猶「一塵不染」。見「一塵不染」條。01.唐．唐彥謙〈遊清涼寺〉詩：「一塵不到心源淨，萬有俱空眼界清。」02.明．方孝儒〈友筠軒賦〉：「&00266_w01.jpg;佳麗以褒雄，據靜便而伏雌。若一塵不到之際，萬事脫羈之辰。」
一堂和氣	一堂，一屋子。「一堂和氣」猶「一團和氣」。見「一團和氣」條。01.元．王惲〈任伯如慶母夫人八十之壽〉詩：「婺光簾幙寶煙濃，八十慈顏壽樂融。健羨鹿泉新句好，一堂和氣畫圖中。」
一塵不涉	猶「一塵不染」。見「一塵不染」條。01.元．丁鶴年〈澹然齋為慈谿潤上人賦〉詩：「一塵不涉冰霜操，萬境俱空水月心。」
一舉兩利	猶「一舉兩得」。見「一舉兩得」條。01.宋．蘇洵〈衡論議法〉：「夫使有罪者不免於困，而無辜者不至陷於笞戮，一舉而兩利，斯智者之為也。」
三面開網	猶「網開一面」。見「網開一面」條。01.唐．李德裕〈討劉稹制〉︰「王師問罪，三面開網，一境離心，乘此危機，遂能歸命。」
三緘口	即「三緘其口」。見「三緘其口」條。01.唐．權德輿〈誡言〉詩：「言之或未行，前哲所不取。方寸雖浩然，因之三緘口。」
一隙不通	義同「一竅不通」。見「一竅不通」條。
一呼再諾	形容恭敬順從。見「一呼百諾」條。01.《群書治要》卷八引《韓詩外傳》：「據法守職，而不敢為非者，人吏也；當前快意，一呼再諾者，人隸也。」（源）
三絕韋編	猶「韋編三絕」。見「韋編三絕」條。01.宋．朱熹〈易〉詩二首之一：「須知三絕韋編者，不是尋行數墨人。」02.元．鮮于必仁〈折桂令．送朝昏雪案螢燈〉曲：「送朝昏雪案螢燈。三絕韋編，萬古群經。」
三眼一板	猶「一板一眼」。見「一板一眼」條。
一網無遺	即「一網打盡」。見「一網打盡」條。01.《宋史．卷三九二．趙汝愚列傳》：「（韓）侘冑欲逐汝愚而難其名，或教之曰：『彼宗姓，誣以謀危社稷，則一網無遺。』」
一隙之見	即「一孔之見」。見「一孔之見」條。01.清．錢謙益〈答唐訓導論文書〉：「學彌觕而識彌下，若近年之談詩者，蒼蠅之鳴，作於蚯蚓之竅，遂欲以一隙之見，上下今古。」
三寸舌	猶「三寸不爛之舌」。見「三寸不爛之舌」條。01.《史記．卷五五．留侯世家》：「今以三寸舌為帝者師，封萬戶，位列侯，此布衣之極，於良足矣。」（源）02.《三國演義》第四七回：「某憑三寸舌，為丞相說之，使皆來降。」
三秋一日	猶「一日三秋」。見「一日三秋」條。01.唐．楊炯〈有所思〉詩：「賤妾留南楚，征夫向北燕。三秋方一日，少別比千年。」
三章約	僅有三條的法律約定。典出「約法三章」。見「約法三章」條。01.清．吳世涵〈雜詩〉：「欲使吏無欺，科條刪繁辭，有如三章約，吏知官亦知。」
一揮千金	即「一擲千金」。見「一擲千金」條。01.明．袁宏道《袁中郎尺牘．梅客生》：「所不同者，于公疏，開府密；于公急，開府緩；于公一揮千金，開府衣無重帛。」
